2009-11-20 09:31:39 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE/cake/libs/debugger.php, line 557]
2009-12-10 01:38:07 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:39:01 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:39:01 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:41:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:41:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:41:50 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:41:50 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:41:50 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:41:50 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:41:51 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:41:51 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:42:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:42:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:46:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:46:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:46:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:46:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:46:15 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:46:15 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:46:17 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:46:17 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:46:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:46:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:47:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:47:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:47:58 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:47:58 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:48:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:48:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:48:14 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:48:14 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:49:04 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:49:04 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:49:04 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:49:04 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:49:06 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:49:06 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:50:57 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:50:57 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:04 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:04 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:12 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:12 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:14 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:14 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:28 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:28 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:51:48 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:51:48 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:52:01 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:52:01 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:52:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:52:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:52:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:52:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:52:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:52:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:52:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:52:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:52:56 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:52:56 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:56:23 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:56:23 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:56:28 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:56:28 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:57:19 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:57:19 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:57:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:57:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:57:57 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:57:57 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:58:14 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:58:14 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:59:17 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:59:17 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:59:17 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:59:17 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:59:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:59:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:59:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:59:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:59:45 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:59:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:59:53 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:59:53 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 01:59:53 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 01:59:53 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:00:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:00:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:00:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:00:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:00:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:00:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:01:10 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:01:10 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:01:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:01:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:01:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:01:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:01:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:01:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:01:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:01:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:01:51 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:01:51 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:18 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:18 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:23 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:23 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:23 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:23 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:25 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:25 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:45 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:45 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:45 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:48 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:48 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:56 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:56 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:06:57 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:06:57 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:07:10 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:07:10 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:07:15 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:07:15 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:07:15 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:07:15 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:07:19 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:07:19 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:07:24 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:07:24 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:07:24 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:07:24 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:07:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:07:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:25 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:25 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:25 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:25 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:29 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:29 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:52 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:52 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:52 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:52 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:53 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:53 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:53 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:53 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:55 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:55 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:55 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:55 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:09:59 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:09:59 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:10:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:10:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:10:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:10:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:15:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:15:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:15:38 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:15:38 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:15:38 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:15:38 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:15:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:15:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:15:47 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:15:47 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:07 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:07 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:40 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:40 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:16:59 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:16:59 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:17:18 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:17:18 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:18:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:18:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:19:06 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:19:06 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:19:06 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:19:06 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:19:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:19:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:19:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:19:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:19:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:19:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:19:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:19:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:20:23 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:20:23 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:20:23 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:20:23 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:20:25 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:20:25 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:20:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:20:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:20:38 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:20:38 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:29 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:29 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:25:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:25:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:26:01 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:26:01 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:26:06 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:26:06 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:26:06 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:26:06 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:26:26 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:26:26 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:26:31 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:26:31 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:27:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:37 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:27:37 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:39 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:27:39 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
